purchase_date,GELİR,
28/02/2024,13.20886939,13.20886939
28/02/2024,13.19505553,13.19505553
28/02/2024,12.96950829,12.96950829
28/02/2024,7.523641934,7.523641934
28/02/2024,13.40315664,13.40315664
28/02/2024,13.57970931,13.57970931
28/02/2024,13.29616998,13.29616998
28/02/2024,15.17813394,15.17813394
28/02/2024,14.14571578,14.14571578
27/02/2024,9.524337872,9.524337872
27/02/2024,14.97929188,14.97929188
27/02/2024,12.17448196,12.17448196
27/02/2024,4.294129366,4.294129366
27/02/2024,13.86459625,13.86459625
27/02/2024,14.05995882,14.05995882
27/02/2024,14.54681425,14.54681425
27/02/2024,13.73393895,13.73393895
27/02/2024,13.38923715,13.38923715
27/02/2024,13.11321747,13.11321747
27/02/2024,12.67996839,12.67996839
27/02/2024,13.55390339,13.55390339
27/02/2024,13.08349702,13.08349702
27/02/2024,15.2142179,15.2142179
27/02/2024,16.46999086,16.46999086
26/02/2024,13.95108644,13.95108644
26/02/2024,12.46487739,12.46487739
26/02/2024,13.56030175,13.56030175
26/02/2024,14.88220652,14.88220652
26/02/2024,12.20822687,12.20822687
26/02/2024,8.421208024,8.421208024
26/02/2024,14.25916667,14.25916667
26/02/2024,15.2044065,15.2044065
26/02/2024,11.84888347,11.84888347
26/02/2024,11.91645221,11.91645221
26/02/2024,12.66202289,12.66202289
26/02/2024,13.31967359,13.31967359
25/02/2024,15.11312014,15.11312014
25/02/2024,11.00336177,11.00336177
25/02/2024,9.256129226,9.256129226
25/02/2024,10.8682912,10.8682912
25/02/2024,14.91349514,14.91349514
25/02/2024,13.41029926,13.41029926
25/02/2024,14.44615439,14.44615439
25/02/2024,3.953913578,3.953913578
25/02/2024,16.15874355,16.15874355
25/02/2024,16.20610733,16.20610733
25/02/2024,14.80107112,14.80107112
25/02/2024,14.48899739,14.48899739
25/02/2024,10.94331552,10.94331552
24/02/2024,14.80328955,14.80328955
24/02/2024,12.17263095,12.17263095
24/02/2024,15.63299321,15.63299321
24/02/2024,14.18128184,14.18128184
24/02/2024,13.09737636,13.09737636
24/02/2024,12.99104106,12.99104106
24/02/2024,11.24038153,11.24038153
24/02/2024,4.082795708,4.082795708
24/02/2024,12.77114284,12.77114284
24/02/2024,14.72212906,14.72212906
24/02/2024,15.716263,15.716263
23/02/2024,13.87942281,13.87942281
23/02/2024,14.85444747,14.85444747
23/02/2024,15.27025516,15.27025516
23/02/2024,13.92850435,13.92850435
23/02/2024,12.01269011,12.01269011
23/02/2024,8.689032818,8.689032818
23/02/2024,12.50896831,12.50896831
23/02/2024,13.22805472,13.22805472
23/02/2024,12.64325448,12.64325448
23/02/2024,4.640850156,4.640850156
23/02/2024,10.24203792,10.24203792
23/02/2024,12.8472282,12.8472282
22/02/2024,14.50779212,14.50779212
22/02/2024,12.56720585,12.56720585
22/02/2024,12.46960511,12.46960511
22/02/2024,15.4188741,15.4188741
22/02/2024,9.949597446,9.949597446
22/02/2024,12.47458501,12.47458501
22/02/2024,11.92560005,11.92560005
22/02/2024,8.465161874,8.465161874
22/02/2024,10.6278233,10.6278233
22/02/2024,16.07472901,16.07472901
22/02/2024,11.95621095,11.95621095
22/02/2024,14.06552721,14.06552721
22/02/2024,15.97754507,15.97754507
22/02/2024,14.61999799,14.61999799
22/02/2024,12.59780175,12.59780175
22/02/2024,13.69505206,13.69505206
21/02/2024,12.44630142,12.44630142
21/02/2024,14.13857332,14.13857332
21/02/2024,11.9679607,11.9679607
21/02/2024,8.353666911,8.353666911
21/02/2024,8.010726106,8.010726106
21/02/2024,12.46084476,12.46084476
21/02/2024,10.29977658,10.29977658
21/02/2024,10.31193616,10.31193616
21/02/2024,198.3060974,198.3060974
21/02/2024,8.69231812,8.69231812
21/02/2024,15.16747305,15.16747305
21/02/2024,15.3045563,15.3045563
21/02/2024,14.1382194,14.1382194
21/02/2024,13.15839866,13.15839866
21/02/2024,11.16937518,11.16937518
21/02/2024,13.16711867,13.16711867
21/02/2024,15.85681327,15.85681327
21/02/2024,12.96919709,12.96919709
21/02/2024,12.02024663,12.02024663
21/02/2024,12.48049824,12.48049824
20/02/2024,13.8445919,13.8445919
20/02/2024,15.07725986,15.07725986
20/02/2024,12.13475846,12.13475846
20/02/2024,11.19780165,11.19780165
20/02/2024,11.78266109,11.78266109
20/02/2024,16.44176882,16.44176882
20/02/2024,28.6260473,28.6260473
20/02/2024,12.38327859,12.38327859
20/02/2024,14.55398326,14.55398326
20/02/2024,10.0979472,10.0979472
20/02/2024,14.9684578,14.9684578
20/02/2024,13.13142581,13.13142581
20/02/2024,14.12434229,14.12434229
20/02/2024,11.76195165,11.76195165
20/02/2024,13.93170615,13.93170615
20/02/2024,13.9929331,13.9929331
20/02/2024,16.32691726,16.32691726
20/02/2024,13.9745847,13.9745847
20/02/2024,15.79997704,15.79997704
20/02/2024,13.10080018,13.10080018
19/02/2024,13.6401097,13.6401097
19/02/2024,14.95514945,14.95514945
19/02/2024,11.24516152,11.24516152
19/02/2024,12.11138326,12.11138326
19/02/2024,14.06769209,14.06769209
19/02/2024,11.97621228,11.97621228
19/02/2024,13.71874964,13.71874964
19/02/2024,8.142465361,8.142465361
19/02/2024,11.91903501,11.91903501
19/02/2024,13.97300133,13.97300133
19/02/2024,10.96602958,10.96602958
19/02/2024,11.19364563,11.19364563
19/02/2024,13.35210511,13.35210511
19/02/2024,4.93622956,4.93622956
19/02/2024,12.84148683,12.84148683
18/02/2024,13.76738805,13.76738805
18/02/2024,12.63203864,12.63203864
18/02/2024,14.18982406,14.18982406
18/02/2024,9.44569939,9.44569939
18/02/2024,13.92844824,13.92844824
18/02/2024,13.01968929,13.01968929
17/02/2024,16.09554479,16.09554479
17/02/2024,14.27976638,14.27976638
17/02/2024,15.78374883,15.78374883
17/02/2024,13.1373969,13.1373969
17/02/2024,16.12066167,16.12066167
17/02/2024,13.57069621,13.57069621
17/02/2024,11.35894039,11.35894039
17/02/2024,8.744038009,8.744038009
17/02/2024,14.70941144,14.70941144
17/02/2024,12.44345507,12.44345507
17/02/2024,13.81185004,13.81185004
17/02/2024,16.3957822,16.3957822
16/02/2024,13.65417183,13.65417183
16/02/2024,13.75962039,13.75962039
16/02/2024,14.4021476,14.4021476
16/02/2024,15.04668158,15.04668158
16/02/2024,14.07458106,14.07458106
16/02/2024,12.89779662,12.89779662
16/02/2024,8.903643871,8.903643871
16/02/2024,25.59040018,25.59040018
16/02/2024,16.03214578,16.03214578
16/02/2024,17.69966389,17.69966389
16/02/2024,12.13936033,12.13936033
16/02/2024,12.03014285,12.03014285
16/02/2024,9.550786468,9.550786468
16/02/2024,14.18501445,14.18501445
15/02/2024,10.92575775,10.92575775
15/02/2024,11.71117283,11.71117283
15/02/2024,14.16889323,14.16889323
15/02/2024,12.40461269,12.40461269
15/02/2024,12.62561597,12.62561597
15/02/2024,11.71940759,11.71940759
15/02/2024,14.65016765,14.65016765
15/02/2024,29.18986637,29.18986637
14/02/2024,13.83616063,13.83616063
14/02/2024,15.8588383,15.8588383
14/02/2024,14.73909783,14.73909783
14/02/2024,13.89948134,13.89948134
14/02/2024,16.31977705,16.31977705
14/02/2024,15.91751735,15.91751735
14/02/2024,28.21155479,28.21155479
14/02/2024,15.3159403,15.3159403
14/02/2024,14.08030713,14.08030713
13/02/2024,11.7392026,11.7392026
13/02/2024,15.20215571,15.20215571
13/02/2024,19.74390631,19.74390631
13/02/2024,18.07166197,18.07166197
13/02/2024,19.27542656,19.27542656
13/02/2024,8.725708233,8.725708233
13/02/2024,17.03383924,17.03383924
13/02/2024,19.39188482,19.39188482
13/02/2024,18.686303,18.686303
12/02/2024,17.31103873,17.31103873
12/02/2024,18.77082398,18.77082398
12/02/2024,17.23011543,17.23011543
11/02/2024,17.61996872,17.61996872
11/02/2024,11.93250008,11.93250008
11/02/2024,17.71715171,17.71715171
11/02/2024,13.59698867,13.59698867
11/02/2024,14.30616396,14.30616396
11/02/2024,13.46235467,13.46235467
11/02/2024,12.97259255,12.97259255
11/02/2024,18.62441923,18.62441923
11/02/2024,15.62842395,15.62842395
11/02/2024,14.1853512,14.1853512
10/02/2024,18.41125167,18.41125167
10/02/2024,14.43188937,14.43188937
10/02/2024,15.90533107,15.90533107
10/02/2024,13.937303,13.937303
10/02/2024,16.36029882,16.36029882
10/02/2024,13.41625828,13.41625828
10/02/2024,12.74256941,12.74256941
09/02/2024,16.02499845,16.02499845
09/02/2024,16.36211924,16.36211924
09/02/2024,8.142381653,8.142381653
09/02/2024,19.76244224,19.76244224
09/02/2024,16.18821987,16.18821987
09/02/2024,16.33444251,16.33444251
09/02/2024,13.42146672,13.42146672
09/02/2024,14.4488265,14.4488265
08/02/2024,10.50951899,10.50951899
08/02/2024,16.69344849,16.69344849
08/02/2024,8.111466503,8.111466503
08/02/2024,13.23137926,13.23137926
07/02/2024,11.72511556,11.72511556
07/02/2024,16.34190539,16.34190539
07/02/2024,12.36403734,12.36403734
07/02/2024,16.0053591,16.0053591
07/02/2024,17.94016347,17.94016347
06/02/2024,15.597093,15.597093
06/02/2024,5.081719831,5.081719831
06/02/2024,4.699338011,4.699338011
06/02/2024,19.75237568,19.75237568
06/02/2024,14.53870317,14.53870317
06/02/2024,15.99164677,15.99164677
05/02/2024,4.405046338,4.405046338
04/02/2024,4.487552285,4.487552285
03/02/2024,20.36418527,20.36418527
03/02/2024,12.02240955,12.02240955
03/02/2024,8.197894896,8.197894896
02/02/2024,9.748163264,9.748163264
02/02/2024,15.34214422,15.34214422
02/02/2024,11.33878999,11.33878999
01/02/2024,8.771663957,8.771663957
01/02/2024,9.651498675,9.651498675
29/02/2024,3.83038493,3.83038493
29/02/2024,3.199854427,3.199854427
29/02/2024,3.836421704,3.836421704
29/02/2024,8.127054962,8.127054962
29/02/2024,3.10085334,3.10085334
29/02/2024,4.831417112,4.831417112
29/02/2024,22.94596412,22.94596412
29/02/2024,3.169199697,3.169199697
29/02/2024,4.017766777,4.017766777
29/02/2024,9.541140899,9.541140899
28/02/2024,7.657359861,7.657359861
28/02/2024,4.079217638,4.079217638
28/02/2024,3.30309748,3.30309748
28/02/2024,4.038185951,4.038185951
28/02/2024,4.627259709,4.627259709
28/02/2024,3.274118262,3.274118262
28/02/2024,13.02736615,13.02736615
28/02/2024,3.868010214,3.868010214
28/02/2024,3.46827361,3.46827361
28/02/2024,4.375269642,4.375269642
28/02/2024,3.80409633,3.80409633
28/02/2024,4.437096599,4.437096599
28/02/2024,3.776801506,3.776801506
27/02/2024,3.086568258,3.086568258
27/02/2024,3.276422328,3.276422328
27/02/2024,3.648115916,3.648115916
27/02/2024,3.781948548,3.781948548
27/02/2024,3.241555083,3.241555083
27/02/2024,3.128244572,3.128244572
27/02/2024,3.672301497,3.672301497
27/02/2024,4.179459384,4.179459384
27/02/2024,3.857545035,3.857545035
27/02/2024,3.651460817,3.651460817
27/02/2024,3.87268472,3.87268472
27/02/2024,3.768121164,3.768121164
26/02/2024,3.418531365,3.418531365
26/02/2024,3.813106903,3.813106903
26/02/2024,3.932586223,3.932586223
26/02/2024,5.012352503,5.012352503
26/02/2024,3.291272135,3.291272135
26/02/2024,4.75065546,4.75065546
26/02/2024,4.078305957,4.078305957
26/02/2024,3.706580039,3.706580039
26/02/2024,3.977930021,3.977930021
26/02/2024,3.915872042,3.915872042
26/02/2024,3.212247957,3.212247957
26/02/2024,3.719585853,3.719585853
26/02/2024,4.09618058,4.09618058
26/02/2024,3.789506877,3.789506877
25/02/2024,12.49506514,12.49506514
25/02/2024,3.576741212,3.576741212
25/02/2024,3.703562373,3.703562373
25/02/2024,3.459214666,3.459214666
25/02/2024,4.594953307,4.594953307
25/02/2024,3.595087993,3.595087993
25/02/2024,3.378501252,3.378501252
25/02/2024,3.163503973,3.163503973
25/02/2024,3.782722242,3.782722242
25/02/2024,3.577853718,3.577853718
25/02/2024,3.230371347,3.230371347
25/02/2024,3.621984435,3.621984435
25/02/2024,4.083031791,4.083031791
25/02/2024,5.042918408,5.042918408
25/02/2024,3.164488385,3.164488385
25/02/2024,10.05174362,10.05174362
24/02/2024,3.423728483,3.423728483
24/02/2024,3.618451805,3.618451805
24/02/2024,4.246909315,4.246909315
24/02/2024,5.093787837,5.093787837
24/02/2024,3.212007509,3.212007509
24/02/2024,6.990479905,6.990479905
24/02/2024,3.86842691,3.86842691
24/02/2024,3.9688643,3.9688643
24/02/2024,3.446764264,3.446764264
24/02/2024,4.179898587,4.179898587
24/02/2024,9.646136983,9.646136983
24/02/2024,3.144526134,3.144526134
24/02/2024,3.326162504,3.326162504
24/02/2024,3.437294767,3.437294767
23/02/2024,4.332556758,4.332556758
23/02/2024,3.950555298,3.950555298
23/02/2024,3.680195697,3.680195697
23/02/2024,8.006184229,8.006184229
23/02/2024,4.057061241,4.057061241
23/02/2024,4.274833282,4.274833282
23/02/2024,5.130924037,5.130924037
23/02/2024,4.102263346,4.102263346
23/02/2024,5.061798801,5.061798801
22/02/2024,4.301934355,4.301934355
22/02/2024,3.155515798,3.155515798
22/02/2024,4.56314353,4.56314353
22/02/2024,8.466588245,8.466588245
22/02/2024,3.278042494,3.278042494
22/02/2024,3.763314872,3.763314872
22/02/2024,3.929510674,3.929510674
22/02/2024,5.097163098,5.097163098
22/02/2024,5.035077953,5.035077953
22/02/2024,4.341680681,4.341680681
22/02/2024,3.520362769,3.520362769
22/02/2024,3.931913077,3.931913077
22/02/2024,32.43307724,32.43307724
22/02/2024,3.285868585,3.285868585
22/02/2024,3.208557626,3.208557626
22/02/2024,4.421795021,4.421795021
22/02/2024,4.436410905,4.436410905
22/02/2024,5.043193892,5.043193892
22/02/2024,3.28248986,3.28248986
21/02/2024,3.034634171,3.034634171
21/02/2024,3.764370873,3.764370873
21/02/2024,3.461699661,3.461699661
21/02/2024,3.756179309,3.756179309
21/02/2024,3.701699473,3.701699473
21/02/2024,3.560614235,3.560614235
21/02/2024,4.600711326,4.600711326
21/02/2024,3.097801815,3.097801815
21/02/2024,9.385201783,9.385201783
21/02/2024,3.197546077,3.197546077
21/02/2024,3.428050256,3.428050256
21/02/2024,4.080638919,4.080638919
21/02/2024,3.320082893,3.320082893
21/02/2024,4.02598141,4.02598141
21/02/2024,3.355255273,3.355255273
21/02/2024,3.769368003,3.769368003
21/02/2024,3.780552403,3.780552403
21/02/2024,4.843088974,4.843088974
21/02/2024,3.414530216,3.414530216
21/02/2024,4.990386428,4.990386428
21/02/2024,3.475157852,3.475157852
21/02/2024,5.03938319,5.03938319
20/02/2024,3.21800164,3.21800164
20/02/2024,4.063817551,4.063817551
20/02/2024,8.903134211,8.903134211
20/02/2024,3.720218384,3.720218384
20/02/2024,3.765194747,3.765194747
20/02/2024,3.620697401,3.620697401
20/02/2024,5.034313154,5.034313154
20/02/2024,4.21214501,4.21214501
20/02/2024,3.349426265,3.349426265
20/02/2024,9.925057322,9.925057322
20/02/2024,3.297608572,3.297608572
20/02/2024,2.720518546,2.720518546
20/02/2024,3.805528707,3.805528707
20/02/2024,4.927258168,4.927258168
20/02/2024,4.058824319,4.058824319
20/02/2024,4.019374182,4.019374182
20/02/2024,3.891684389,3.891684389
20/02/2024,4.964077662,4.964077662
19/02/2024,4.125226646,4.125226646
19/02/2024,3.875062317,3.875062317
19/02/2024,3.650554907,3.650554907
19/02/2024,3.533695533,3.533695533
19/02/2024,3.055421617,3.055421617
19/02/2024,3.860865478,3.860865478
19/02/2024,5.083693982,5.083693982
19/02/2024,9.625379654,9.625379654
19/02/2024,7.953318179,7.953318179
19/02/2024,3.650056728,3.650056728
19/02/2024,4.091208513,4.091208513
19/02/2024,4.716229969,4.716229969
18/02/2024,4.752667576,4.752667576
18/02/2024,4.594287569,4.594287569
18/02/2024,2.892739481,2.892739481
18/02/2024,19.14732256,19.14732256
18/02/2024,3.594674816,3.594674816
18/02/2024,3.170484934,3.170484934
18/02/2024,3.425457982,3.425457982
18/02/2024,4.997837301,4.997837301
18/02/2024,4.996950641,4.996950641
18/02/2024,3.04634874,3.04634874
18/02/2024,8.006714606,8.006714606
18/02/2024,2.996738823,2.996738823
18/02/2024,3.213914623,3.213914623
18/02/2024,3.532365247,3.532365247
18/02/2024,4.626177942,4.626177942
18/02/2024,3.536706133,3.536706133
17/02/2024,4.788878433,4.788878433
17/02/2024,2.969557254,2.969557254
17/02/2024,3.048941462,3.048941462
17/02/2024,8.70293704,8.70293704
17/02/2024,3.094858348,3.094858348
17/02/2024,3.922195751,3.922195751
17/02/2024,3.543289655,3.543289655
17/02/2024,24.54374422,24.54374422
17/02/2024,3.339969526,3.339969526
17/02/2024,3.705719196,3.705719196
17/02/2024,9.558330305,9.558330305
16/02/2024,4.712576023,4.712576023
16/02/2024,21.22124776,21.22124776
16/02/2024,3.972875114,3.972875114
16/02/2024,3.205549458,3.205549458
16/02/2024,4.174218761,4.174218761
16/02/2024,4.230317721,4.230317721
16/02/2024,4.154455768,4.154455768
16/02/2024,5.078299915,5.078299915
16/02/2024,4.284523547,4.284523547
16/02/2024,3.628032075,3.628032075
15/02/2024,3.989767112,3.989767112
15/02/2024,5.098583984,5.098583984
15/02/2024,4.762398876,4.762398876
15/02/2024,4.092921002,4.092921002
15/02/2024,3.771500732,3.771500732
15/02/2024,3.348251616,3.348251616
15/02/2024,4.004040537,4.004040537
15/02/2024,4.09519764,4.09519764
15/02/2024,4.446507631,4.446507631
15/02/2024,3.661130925,3.661130925
15/02/2024,4.012937497,4.012937497
14/02/2024,4.288361256,4.288361256
14/02/2024,3.867009418,3.867009418
14/02/2024,3.3974523,3.3974523
14/02/2024,12.42754479,12.42754479
14/02/2024,3.509892937,3.509892937
14/02/2024,4.115026672,4.115026672
14/02/2024,3.687769864,3.687769864
14/02/2024,3.701539594,3.701539594
14/02/2024,10.16117619,10.16117619
14/02/2024,8.638988528,8.638988528
14/02/2024,3.553747074,3.553747074
14/02/2024,3.046209111,3.046209111
13/02/2024,8.158933374,8.158933374
13/02/2024,8.619411977,8.619411977
13/02/2024,3.277324443,3.277324443
13/02/2024,3.800942247,3.800942247
13/02/2024,4.896756589,4.896756589
13/02/2024,3.249199251,3.249199251
13/02/2024,3.661701855,3.661701855
13/02/2024,6.539722626,6.539722626
12/02/2024,3.262118662,3.262118662
12/02/2024,9.952344075,9.952344075
12/02/2024,3.700577301,3.700577301
12/02/2024,3.569334647,3.569334647
12/02/2024,3.960586278,3.960586278
12/02/2024,3.595723346,3.595723346
12/02/2024,3.953684636,3.953684636
12/02/2024,14.00816827,14.00816827
12/02/2024,3.952762671,3.952762671
12/02/2024,3.920309087,3.920309087
11/02/2024,3.309077931,3.309077931
11/02/2024,3.912925985,3.912925985
11/02/2024,6.052280916,6.052280916
11/02/2024,4.467129358,4.467129358
11/02/2024,3.347522559,3.347522559
11/02/2024,3.863258162,3.863258162
11/02/2024,4.50019898,4.50019898
11/02/2024,4.278157814,4.278157814
11/02/2024,3.019811385,3.019811385
11/02/2024,3.128745435,3.128745435
11/02/2024,3.554578702,3.554578702
11/02/2024,5.028344594,5.028344594
11/02/2024,3.020964114,3.020964114
11/02/2024,3.1538994,3.1538994
11/02/2024,4.1033832,4.1033832
11/02/2024,3.831550246,3.831550246
11/02/2024,4.363778911,4.363778911
11/02/2024,3.71357207,3.71357207
11/02/2024,3.018358332,3.018358332
11/02/2024,3.303012699,3.303012699
11/02/2024,4.278782281,4.278782281
11/02/2024,4.582509279,4.582509279
10/02/2024,4.16684771,4.16684771
10/02/2024,4.063838527,4.063838527
10/02/2024,4.133445197,4.133445197
10/02/2024,3.355139318,3.355139318
10/02/2024,3.609898184,3.609898184
10/02/2024,3.677655122,3.677655122
10/02/2024,4.150094213,4.150094213
10/02/2024,3.732645628,3.732645628
10/02/2024,4.309560285,4.309560285
10/02/2024,3.578091495,3.578091495
10/02/2024,3.20137341,3.20137341
10/02/2024,3.189844205,3.189844205
10/02/2024,4.755343616,4.755343616
10/02/2024,4.289785278,4.289785278
10/02/2024,3.528458696,3.528458696
10/02/2024,4.17775329,4.17775329
10/02/2024,3.89794915,3.89794915
10/02/2024,3.199698669,3.199698669
10/02/2024,3.374097224,3.374097224
10/02/2024,3.077877745,3.077877745
10/02/2024,3.386684775,3.386684775
10/02/2024,3.656042656,3.656042656
10/02/2024,2.85633763,2.85633763
10/02/2024,3.242783589,3.242783589
10/02/2024,4.619180703,4.619180703
10/02/2024,4.489752971,4.489752971
10/02/2024,5.134378944,5.134378944
09/02/2024,4.974995637,4.974995637
09/02/2024,4.841079669,4.841079669
09/02/2024,3.487828863,3.487828863
09/02/2024,3.646897781,3.646897781
09/02/2024,13.55076225,13.55076225
09/02/2024,3.940579086,3.940579086
09/02/2024,9.335441964,9.335441964
09/02/2024,3.400908313,3.400908313
09/02/2024,3.466640901,3.466640901
09/02/2024,3.38229744,3.38229744
09/02/2024,4.615877091,4.615877091
09/02/2024,3.169563077,3.169563077
08/02/2024,10.28586465,10.28586465
08/02/2024,4.549525657,4.549525657
08/02/2024,3.530337497,3.530337497
08/02/2024,3.502221185,3.502221185
08/02/2024,3.356147885,3.356147885
08/02/2024,4.487080474,4.487080474
08/02/2024,3.20912662,3.20912662
08/02/2024,3.302356516,3.302356516
07/02/2024,11.33856154,11.33856154
07/02/2024,3.19425866,3.19425866
07/02/2024,3.184241336,3.184241336
07/02/2024,13.41699218,13.41699218
07/02/2024,4.262945688,4.262945688
07/02/2024,3.011178127,3.011178127
07/02/2024,2.766275251,2.766275251
07/02/2024,3.185421599,3.185421599
07/02/2024,2.990862837,2.990862837
07/02/2024,3.256247798,3.256247798
07/02/2024,3.176521075,3.176521075
07/02/2024,3.130992225,3.130992225
07/02/2024,3.006120742,3.006120742
07/02/2024,9.531428959,9.531428959
06/02/2024,3.986703403,3.986703403
06/02/2024,27.4755456,27.4755456
06/02/2024,3.475576925,3.475576925
06/02/2024,3.681960255,3.681960255
06/02/2024,6.97582063,6.97582063
06/02/2024,5.042574698,5.042574698
06/02/2024,3.511998264,3.511998264
06/02/2024,3.018895545,3.018895545
06/02/2024,20.43553765,20.43553765
06/02/2024,10.0631307,10.0631307
06/02/2024,3.381822993,3.381822993
06/02/2024,3.566732344,3.566732344
06/02/2024,3.571207902,3.571207902
05/02/2024,4.149754527,4.149754527
05/02/2024,3.136544864,3.136544864
05/02/2024,4.449366603,4.449366603
05/02/2024,3.792926222,3.792926222
05/02/2024,2.961219257,2.961219257
05/02/2024,3.962593108,3.962593108
05/02/2024,3.005068458,3.005068458
05/02/2024,4.496626535,4.496626535
05/02/2024,3.079892949,3.079892949
05/02/2024,4.751563204,4.751563204
05/02/2024,3.9834909,3.9834909
05/02/2024,3.600510599,3.600510599
05/02/2024,4.625741051,4.625741051
05/02/2024,3.960080214,3.960080214
05/02/2024,3.076624728,3.076624728
05/02/2024,4.72331089,4.72331089
05/02/2024,3.433211236,3.433211236
04/02/2024,4.109835538,4.109835538
04/02/2024,3.445758288,3.445758288
04/02/2024,5.027766427,5.027766427
04/02/2024,3.127158926,3.127158926
04/02/2024,4.697619788,4.697619788
04/02/2024,4.002037656,4.002037656
04/02/2024,2.709449779,2.709449779
04/02/2024,3.090978766,3.090978766
04/02/2024,3.061356104,3.061356104
04/02/2024,3.982332279,3.982332279
04/02/2024,4.221664915,4.221664915
04/02/2024,3.529183538,3.529183538
04/02/2024,4.378527424,4.378527424
04/02/2024,3.417160133,3.417160133
04/02/2024,3.426392963,3.426392963
04/02/2024,7.954954336,7.954954336
04/02/2024,3.719974211,3.719974211
04/02/2024,3.732914268,3.732914268
03/02/2024,3.264319582,3.264319582
03/02/2024,3.314568534,3.314568534
03/02/2024,4.171388161,4.171388161
03/02/2024,3.633197156,3.633197156
03/02/2024,3.329078502,3.329078502
03/02/2024,3.623496174,3.623496174
03/02/2024,3.17621753,3.17621753
03/02/2024,11.4855964,11.4855964
03/02/2024,3.23847389,3.23847389
03/02/2024,11.72346474,11.72346474
03/02/2024,3.848839071,3.848839071
03/02/2024,4.091872107,4.091872107
03/02/2024,3.103604205,3.103604205
03/02/2024,2.970932017,2.970932017
03/02/2024,4.491130384,4.491130384
03/02/2024,3.025527622,3.025527622
03/02/2024,8.260748402,8.260748402
03/02/2024,3.755955877,3.755955877
02/02/2024,3.508733827,3.508733827
02/02/2024,4.363030791,4.363030791
02/02/2024,3.036519341,3.036519341
02/02/2024,3.298335895,3.298335895
02/02/2024,3.850845808,3.850845808
02/02/2024,3.453739468,3.453739468
02/02/2024,3.600543899,3.600543899
02/02/2024,3.808512332,3.808512332
02/02/2024,3.283912314,3.283912314
02/02/2024,3.580323512,3.580323512
02/02/2024,3.406653706,3.406653706
02/02/2024,3.44565761,3.44565761
02/02/2024,9.396900802,9.396900802
02/02/2024,4.728907094,4.728907094
01/02/2024,10.26122844,10.26122844
01/02/2024,3.953129573,3.953129573
01/02/2024,3.248906498,3.248906498
01/02/2024,9.071726817,9.071726817
01/02/2024,3.637398252,3.637398252
01/02/2024,2.910968686,2.910968686
01/02/2024,3.526211854,3.526211854
01/02/2024,4.273661014,4.273661014
01/02/2024,3.639033356,3.639033356
01/02/2024,3.150949265,3.150949265
01/02/2024,3.435860044,3.435860044
01/02/2024,6.606832316,6.606832316
27/02/2024,96.47507137,96.47507137
27/02/2024,77.15274734,77.15274734
27/02/2024,234.485092,234.485092
17/02/2024,42.9196078,42.9196078
15/02/2024,22.73619901,22.73619901
11/02/2024,68.63850748,68.63850748
06/02/2024,51.2167563,51.2167563
26/02/2024,13.72179023,13.72179023
25/02/2024,11.64022764,11.64022764
22/02/2024,13.87100917,13.87100917
19/02/2024,21.80139516,21.80139516
19/02/2024,26.2593757,26.2593757
19/02/2024,21.21496896,21.21496896
18/02/2024,22.68393051,22.68393051
17/02/2024,8.669531705,8.669531705
16/02/2024,11.81358207,11.81358207
14/02/2024,24.10320174,24.10320174
13/02/2024,20.87606707,20.87606707
13/02/2024,12.30592894,12.30592894
13/02/2024,26.86859139,26.86859139
10/02/2024,22.8184422,22.8184422
10/02/2024,18.23845321,18.23845321
07/02/2024,23.87557281,23.87557281
07/02/2024,24.45100694,24.45100694
05/02/2024,26.05660619,26.05660619
05/02/2024,8.382569224,8.382569224
05/02/2024,10.06739292,10.06739292
03/02/2024,25.72407082,25.72407082
02/02/2024,25.49722718,25.49722718
01/02/2024,21.36422973,21.36422973
29/02/2024,27.34367536,27.34367536
29/02/2024,16.88335652,16.88335652
29/02/2024,25.29300892,25.29300892
29/02/2024,3.112703104,3.112703104
29/02/2024,2.97804742,2.97804742
29/02/2024,6.079235511,6.079235511
29/02/2024,9.64175223,9.64175223
29/02/2024,21.46188784,21.46188784
29/02/2024,13.39738218,13.39738218
29/02/2024,8.03012341,8.03012341
29/02/2024,3.148227365,3.148227365
29/02/2024,3.489558003,3.489558003
29/02/2024,7.675294735,7.675294735
29/02/2024,9.914589035,9.914589035
29/02/2024,3.324693905,3.324693905
29/02/2024,16.54612584,16.54612584
29/02/2024,3.387552509,3.387552509
29/02/2024,26.0464996,26.0464996
29/02/2024,8.098265593,8.098265593
29/02/2024,25.94671012,25.94671012
29/02/2024,7.66099721,7.66099721
29/02/2024,6.410153816,6.410153816
29/02/2024,14.88780516,14.88780516
29/02/2024,6.767679227,6.767679227
29/02/2024,17.16654474,17.16654474
29/02/2024,10.13535489,10.13535489
29/02/2024,23.2648467,23.2648467
29/02/2024,2.90525535,2.90525535
29/02/2024,2.722292319,2.722292319
29/02/2024,19.22797614,19.22797614
29/02/2024,11.72251934,11.72251934
29/02/2024,8.19502864,8.19502864
29/02/2024,3.437968089,3.437968089
29/02/2024,8.948490062,8.948490062
29/02/2024,10.03925048,10.03925048
29/02/2024,20.32000309,20.32000309
29/02/2024,33.01446918,33.01446918
29/02/2024,12.76262314,12.76262314
29/02/2024,8.718966447,8.718966447
29/02/2024,30.54499775,30.54499775
