purchase_date,GELİR,
12/11/2023,2.89402027,
12/11/2023,5.554877339,
12/11/2023,8.089590067,
12/11/2023,2.906985976,
12/11/2023,3.434345339,
12/11/2023,2.900401957,
12/11/2023,7.620603646,
12/11/2023,11.92362403,
12/11/2023,2.870584947,
12/11/2023,8.001124472,
12/11/2023,15.75556026,
12/11/2023,3.351428968,
12/11/2023,3.003226339,
12/11/2023,4.684949687,
12/11/2023,5.287378004,
12/11/2023,3.578413804,
12/11/2023,7.935740375,
12/11/2023,3.450324144,
12/11/2023,8.205392543,
12/11/2023,2.82845279,
12/11/2023,2.688447346,
12/11/2023,42.11600207,
12/11/2023,2.975236983,
12/11/2023,19.88144203,
12/11/2023,3.201296743,
12/11/2023,3.415946133,
12/11/2023,13.68487921,
12/11/2023,4.787319492,
12/11/2023,16.64216986,
12/11/2023,7.892191594,
12/11/2023,3.203358056,
12/11/2023,8.447635884,
12/11/2023,8.460034965,
12/11/2023,9.504920262,
12/11/2023,10.08686274,
12/11/2023,9.875889857,
12/11/2023,10.82293725,
12/11/2023,20.86268332,
12/11/2023,2.926376432,
12/11/2023,2.429044919,
12/11/2023,3.02046538,
12/11/2023,3.434510273,
12/11/2023,4.900136393,
12/11/2023,4.207470652,
12/11/2023,2.792924238,
12/11/2023,6.977628658,
12/11/2023,8.510230345,
12/11/2023,2.936804331,
12/11/2023,17.88946779,
12/11/2023,3.432682984,
12/11/2023,8.868034453,
12/11/2023,9.399485155,
12/11/2023,3.089650309,
12/11/2023,2.711652626,
12/11/2023,30.37778046,
12/11/2023,16.77770231,
12/11/2023,38.18294012,
12/11/2023,10.50518456,
12/11/2023,3.442641825,
12/11/2023,7.350702121,
12/11/2023,2.853303949,
12/11/2023,13.13389541,
12/11/2023,14.36058257,
12/11/2023,3.112543239,
12/11/2023,2.688036249,
12/11/2023,7.488630535,
12/11/2023,2.744615651,
12/11/2023,21.24820395,
12/11/2023,8.215758738,
12/11/2023,22.08332203,
12/11/2023,5.914817326,
12/11/2023,8.623970517,
12/11/2023,11.56442873,
12/11/2023,2.969160544,
12/11/2023,3.439411306,
12/11/2023,30.09564184,
12/11/2023,3.046538316,
12/11/2023,36.26565276,
12/11/2023,33.32589988,
12/11/2023,3.245741957,
12/11/2023,6.532483147,
12/11/2023,9.053974675,
12/11/2023,4.909927495,
12/11/2023,7.057182707,
12/11/2023,6.791647886,
12/11/2023,2.671821179,
12/11/2023,2.883708149,
12/11/2023,4.956251116,
12/11/2023,4.68222085,
12/11/2023,10.80557763,
12/11/2023,6.350916786,
12/11/2023,3.893172454,
12/11/2023,5.232730635,
12/11/2023,9.665161788,
12/11/2023,3.256917957,
12/11/2023,6.897075699,
12/11/2023,6.15471017,
12/11/2023,3.556878752,
12/11/2023,3.341486622,
12/11/2023,5.881683922,
12/11/2023,5.597289384,
12/11/2023,4.975170335,
12/11/2023,8.80358013,
12/11/2023,15.55040825,
12/11/2023,8.071784322,
12/11/2023,5.103310406,
12/11/2023,6.038726846,
12/11/2023,7.636570663,
12/11/2023,3.307885125,
12/11/2023,3.19700866,
12/11/2023,3.259038462,
12/11/2023,19.83351839,
12/11/2023,2.985639729,
12/11/2023,6.075497525,
12/11/2023,3.034963842,
12/11/2023,8.606921294,
12/11/2023,3.25377044,
12/11/2023,3.611324739,
12/11/2023,2.802047549,
12/11/2023,11.75403809,
12/11/2023,2.676884277,
12/11/2023,8.403146644,
12/11/2023,3.387123757,
12/11/2023,3.104407681,
12/11/2023,3.380868609,
12/11/2023,8.677032176,
12/11/2023,3.155625222,
12/11/2023,7.400611534,
12/11/2023,4.999793914,
12/11/2023,3.499230588,
12/11/2023,11.52983279,
12/11/2023,2.787026901,
12/11/2023,3.324477858,
12/11/2023,17.98004966,
12/11/2023,3.436265063,
12/11/2023,2.707368173,
12/11/2023,19.6741651,
12/11/2023,3.001067261,
12/11/2023,5.772935464,
12/11/2023,34.395965,
12/11/2023,2.762275607,
12/11/2023,13.02738211,
12/11/2023,3.181873964,
12/11/2023,3.939399229,
12/11/2023,15.28716489,
12/11/2023,3.446126896,
12/11/2023,14.14181804,
12/11/2023,12.87403056,
12/11/2023,17.34332764,
12/11/2023,2.970842453,
12/11/2023,2.860767726,
12/11/2023,3.296071694,
12/11/2023,2.581407319,
12/11/2023,3.143697457,
12/11/2023,3.098467755,
12/11/2023,2.853960602,
12/11/2023,15.46681691,
12/11/2023,3.328101652,
12/11/2023,10.37815286,
12/11/2023,7.68823077,
12/11/2023,23.40024043,
12/11/2023,10.09474589,
12/11/2023,6.400655433,
12/11/2023,16.25850015,
12/11/2023,21.16549547,
11/11/2023,2.901472764,
11/11/2023,3.179852134,
11/11/2023,2.806482489,
11/11/2023,10.17089549,
11/11/2023,16.16072912,
11/11/2023,10.02950351,
11/11/2023,13.44632232,
11/11/2023,20.15788597,
11/11/2023,4.319642759,
11/11/2023,3.054470264,
11/11/2023,3.007354363,
11/11/2023,10.45809876,
11/11/2023,18.69729394,
11/11/2023,11.18388627,
11/11/2023,16.5589226,
11/11/2023,2.668119186,
11/11/2023,7.547609031,
11/11/2023,19.06072121,
11/11/2023,3.398764937,
11/11/2023,20.19833811,
11/11/2023,23.97315921,
11/11/2023,7.391737183,
11/11/2023,9.988293733,
11/11/2023,3.467148541,
11/11/2023,20.70980406,
11/11/2023,3.300118845,
11/11/2023,14.13492081,
11/11/2023,8.54598248,
11/11/2023,10.87149951,
11/11/2023,4.564362601,
11/11/2023,4.146575413,
11/11/2023,19.32607606,
11/11/2023,28.44535937,
11/11/2023,2.588506696,
11/11/2023,9.405373889,
11/11/2023,9.644768678,
11/11/2023,15.20892153,
11/11/2023,8.237584085,
11/11/2023,18.73281682,
11/11/2023,2.653533693,
11/11/2023,3.382410977,
11/11/2023,3.748667399,
11/11/2023,32.43008301,
11/11/2023,4.908483174,
11/11/2023,9.446513164,
11/11/2023,8.032238113,
11/11/2023,2.828848552,
11/11/2023,27.69710442,
11/11/2023,8.227194948,
11/11/2023,2.876821019,
11/11/2023,3.069426364,
11/11/2023,7.730292369,
11/11/2023,8.138307752,
11/11/2023,3.902217275,
11/11/2023,3.234133554,
11/11/2023,2.824961232,
11/11/2023,19.67365448,
11/11/2023,8.212997484,
11/11/2023,78.76308351,
11/11/2023,3.431022293,
11/11/2023,3.358608464,
11/11/2023,13.37809146,
11/11/2023,3.748385425,
11/11/2023,12.0330887,
11/11/2023,3.079848317,
11/11/2023,9.420635654,
11/11/2023,3.262052103,
11/11/2023,7.44613612,
11/11/2023,3.210748797,
11/11/2023,4.178267884,
11/11/2023,2.787296056,
11/11/2023,3.256451615,
11/11/2023,15.39101187,
11/11/2023,4.955086323,
11/11/2023,4.028361328,
11/11/2023,2.812320367,
11/11/2023,20.70007532,
11/11/2023,4.665936956,
11/11/2023,5.904693418,
11/11/2023,9.160678763,
11/11/2023,9.241205573,
11/11/2023,8.681805967,
11/11/2023,22.21549437,
11/11/2023,3.273776542,
11/11/2023,3.019144796,
11/11/2023,8.631381705,
11/11/2023,3.152462439,
11/11/2023,2.821327513,
11/11/2023,3.034018526,
11/11/2023,7.195742155,
11/11/2023,4.741706487,
11/11/2023,2.42935331,
11/11/2023,2.995297396,
11/11/2023,42.01072592,
11/11/2023,25.90754058,
11/11/2023,8.900266204,
11/11/2023,19.43808389,
11/11/2023,3.390021752,
11/11/2023,2.638518457,
11/11/2023,3.236203682,
11/11/2023,4.135040482,
11/11/2023,32.39287386,
11/11/2023,20.88094501,
11/11/2023,30.78718931,
11/11/2023,2.889786541,
11/11/2023,4.372456038,
11/11/2023,4.637922669,
11/11/2023,19.52851799,
11/11/2023,3.373002748,
11/11/2023,46.67114627,
11/11/2023,3.245855138,
11/11/2023,2.73662112,
11/11/2023,10.56870568,
11/11/2023,6.047199388,
11/11/2023,9.622330084,
11/11/2023,9.190856503,
11/11/2023,3.363250316,
11/11/2023,2.900503767,
11/11/2023,4.11247778,
11/11/2023,2.857406363,
11/11/2023,2.885769399,
11/11/2023,13.60490866,
11/11/2023,2.758342275,
11/11/2023,2.8084128,
11/11/2023,7.410870396,
11/11/2023,2.443540573,
11/11/2023,9.902317703,
11/11/2023,3.141393786,
11/11/2023,4.964143142,
11/11/2023,5.06046876,
11/11/2023,3.015684464,
11/11/2023,3.913112808,
11/11/2023,22.5857887,
11/11/2023,35.89034914,
11/11/2023,2.825320181,
11/11/2023,9.883527427,
11/11/2023,4.862571697,
11/11/2023,3.246623331,
11/11/2023,5.816421026,
11/11/2023,14.54627459,
11/11/2023,3.081742607,
11/11/2023,4.644188869,
11/11/2023,6.884116337,
11/11/2023,2.80150785,
11/11/2023,2.810982224,
11/11/2023,16.08866326,
11/11/2023,2.643447078,
11/11/2023,26.4577506,
11/11/2023,2.852648955,
11/11/2023,8.03942786,
11/11/2023,8.127774427,
11/11/2023,6.25429374,
11/11/2023,4.577631368,
11/11/2023,20.01430811,
11/11/2023,3.735540127,
11/11/2023,5.652134761,
11/11/2023,3.256433519,
11/11/2023,4.669712278,
11/11/2023,3.212855873,
11/11/2023,2.65175571,
11/11/2023,7.676983052,
11/11/2023,10.39140684,
11/11/2023,5.334875861,
11/11/2023,5.214819718,
11/11/2023,9.781449748,
11/11/2023,5.918181632,
11/11/2023,2.738514415,
11/11/2023,4.012892035,
11/11/2023,6.891124099,
11/11/2023,5.845675719,
11/11/2023,10.79665306,
11/11/2023,22.63291884,
11/11/2023,3.237463695,
11/11/2023,20.51291474,
11/11/2023,43.27166793,
11/11/2023,9.093275318,
11/11/2023,8.85176332,
11/11/2023,6.799513901,
11/11/2023,9.21398886,
11/11/2023,14.13924739,
11/11/2023,3.280702256,
11/11/2023,14.45652829,
11/11/2023,8.148556135,
11/11/2023,3.313042426,
11/11/2023,2.968018172,
11/11/2023,3.359622268,
11/11/2023,2.825101125,
11/11/2023,19.34698285,
11/11/2023,3.258157971,
11/11/2023,8.121042405,
11/11/2023,2.993974484,
11/11/2023,46.43955829,
11/11/2023,9.949774434,
11/11/2023,4.220629728,
11/11/2023,8.833067906,
11/11/2023,10.61774945,
11/11/2023,3.191288853,
11/11/2023,2.790329277,
11/11/2023,8.617178057,
11/11/2023,3.018619141,
11/11/2023,2.890755246,
11/11/2023,3.320819587,
11/11/2023,4.004526101,
11/11/2023,34.28366408,
11/11/2023,2.76253563,
11/11/2023,2.81755161,
11/11/2023,11.69830978,
11/11/2023,2.656963387,
11/11/2023,26.33387093,
11/11/2023,2.752621549,
11/11/2023,10.28743138,
11/11/2023,2.813015228,
11/11/2023,20.33061088,
11/11/2023,4.207868337,
11/11/2023,52.9648745,
11/11/2023,2.723577398,
11/11/2023,19.65493734,
11/11/2023,24.30842727,
11/11/2023,9.030062438,
11/11/2023,3.016945585,
11/11/2023,2.680134231,
11/11/2023,2.923423432,
11/11/2023,37.85101324,
11/11/2023,3.329018433,
11/11/2023,9.729992157,
11/11/2023,24.46899655,
11/11/2023,2.747575668,
11/11/2023,3.071021183,
11/11/2023,2.688859041,
11/11/2023,14.85417619,
11/11/2023,4.270979896,
11/11/2023,2.689004717,
11/11/2023,2.899030575,
11/11/2023,2.885420022,
11/11/2023,7.327187218,
11/11/2023,7.060732743,
11/11/2023,3.089125202,
11/11/2023,3.284998531,
11/11/2023,3.240270087,
11/11/2023,56.34136748,
11/11/2023,2.648521118,
11/11/2023,45.24877804,
11/11/2023,7.576441083,
11/11/2023,2.659396168,
11/11/2023,19.08201638,
11/11/2023,7.184725519,
11/11/2023,39.60155519,
11/11/2023,5.308390384,
11/11/2023,3.368479407,
11/11/2023,2.892828461,
11/11/2023,4.409340509,
11/11/2023,21.74940723,
11/11/2023,9.704097882,
11/11/2023,4.816540879,
11/11/2023,6.484388867,
11/11/2023,3.373803232,
11/11/2023,9.123086824,
11/11/2023,10.59292768,
11/11/2023,7.983301793,
11/11/2023,4.404440785,
11/11/2023,14.65853832,
11/11/2023,3.933923195,
11/11/2023,13.31669563,
10/11/2023,4.693802731,
10/11/2023,2.77000316,
10/11/2023,2.720985516,
10/11/2023,9.305743484,
10/11/2023,8.122520493,
10/11/2023,2.872738472,
10/11/2023,4.094916054,
10/11/2023,5.966433203,
10/11/2023,11.45804898,
10/11/2023,8.263755514,
10/11/2023,3.167800165,
10/11/2023,21.18625593,
10/11/2023,3.333672046,
10/11/2023,4.026846309,
10/11/2023,6.818057454,
10/11/2023,2.786268169,
10/11/2023,4.394656744,
10/11/2023,8.223523964,
10/11/2023,24.67147712,
10/11/2023,6.486856815,
10/11/2023,5.257864243,
10/11/2023,31.03605298,
10/11/2023,2.978978707,
10/11/2023,19.8481371,
10/11/2023,7.089158056,
10/11/2023,2.892054517,
10/11/2023,20.69059748,
10/11/2023,16.88046689,
10/11/2023,3.259159277,
10/11/2023,2.771137516,
10/11/2023,2.836897812,
10/11/2023,3.262230181,
10/11/2023,3.44103642,
10/11/2023,15.76009191,
10/11/2023,5.476653687,
10/11/2023,8.734991559,
10/11/2023,18.21035637,
10/11/2023,6.692124836,
10/11/2023,2.89599624,
10/11/2023,10.37768662,
10/11/2023,23.35907522,
10/11/2023,4.867408494,
10/11/2023,17.75089068,
10/11/2023,2.696985613,
10/11/2023,7.270009758,
10/11/2023,6.153830326,
10/11/2023,13.25074305,
10/11/2023,2.676787171,
10/11/2023,4.671620812,
10/11/2023,13.0387025,
10/11/2023,2.592499245,
10/11/2023,4.451645343,
10/11/2023,3.031312809,
10/11/2023,10.62868864,
10/11/2023,3.165684502,
10/11/2023,23.10997774,
10/11/2023,2.695446156,
10/11/2023,9.099507635,
10/11/2023,3.216579643,
10/11/2023,4.905642967,
10/11/2023,14.3656138,
10/11/2023,3.293271278,
10/11/2023,5.664881305,
10/11/2023,5.891694097,
10/11/2023,3.205625872,
10/11/2023,5.985472415,
10/11/2023,2.958386752,
10/11/2023,8.973460732,
10/11/2023,13.76517163,
10/11/2023,21.85125161,
10/11/2023,4.395673215,
10/11/2023,2.756311272,
10/11/2023,2.936750079,
10/11/2023,6.468902341,
10/11/2023,17.15686552,
10/11/2023,5.332428906,
10/11/2023,4.331481318,
10/11/2023,109.6962874,
10/11/2023,14.28100152,
10/11/2023,14.58532835,
10/11/2023,3.584384504,
10/11/2023,4.485145962,
10/11/2023,9.535173891,
10/11/2023,2.718030397,
10/11/2023,5.988506246,
10/11/2023,5.056079656,
10/11/2023,3.362212608,
10/11/2023,2.835544747,
10/11/2023,14.82515217,
10/11/2023,2.540898437,
10/11/2023,46.88467185,
10/11/2023,9.242458703,
10/11/2023,2.875462157,
10/11/2023,7.038597281,
10/11/2023,8.903024449,
10/11/2023,2.773741896,
10/11/2023,3.231063514,
10/11/2023,3.117950399,
10/11/2023,565.0705439,
10/11/2023,3.231928033,
10/11/2023,2.82818926,
10/11/2023,3.386262572,
10/11/2023,2.917315407,
10/11/2023,9.857883186,
10/11/2023,4.573891832,
10/11/2023,8.309216796,
10/11/2023,102.9807637,
10/11/2023,20.09922774,
10/11/2023,13.45145673,
10/11/2023,3.988958421,
10/11/2023,38.61393466,
10/11/2023,2.927284222,
10/11/2023,3.439010489,
10/11/2023,3.693787112,
10/11/2023,11.46429436,
10/11/2023,3.911887059,
10/11/2023,31.71608702,
10/11/2023,5.598702728,
10/11/2023,4.552167125,
10/11/2023,2.906450261,
10/11/2023,19.96427083,
10/11/2023,25.94869368,
10/11/2023,2.818815712,
10/11/2023,3.569998989,
10/11/2023,17.48970106,
10/11/2023,31.12461112,
10/11/2023,13.73254234,
10/11/2023,18.73582213,
10/11/2023,8.44585548,
10/11/2023,9.352985946,
10/11/2023,28.03206747,
10/11/2023,2.882595073,
10/11/2023,6.66460227,
10/11/2023,3.062030466,
10/11/2023,3.261636931,
10/11/2023,130.054514,
10/11/2023,22.98645372,
10/11/2023,4.614438873,
10/11/2023,2.894251307,
10/11/2023,7.199611907,
10/11/2023,3.098816483,
10/11/2023,3.677277896,
10/11/2023,3.649475199,
10/11/2023,3.352062303,
10/11/2023,8.937390905,
10/11/2023,21.92294082,
10/11/2023,14.17145064,
10/11/2023,34.51181323,
10/11/2023,16.7185992,
10/11/2023,2.959187077,
10/11/2023,3.223239236,
10/11/2023,2.676829132,
10/11/2023,3.019735004,
10/11/2023,19.77771291,
10/11/2023,3.276406839,
10/11/2023,6.770879024,
10/11/2023,2.772950748,
10/11/2023,2.844389472,
10/11/2023,5.551245572,
10/11/2023,26.06481258,
10/11/2023,12.51701176,
10/11/2023,2.905484201,
10/11/2023,159.8648701,
10/11/2023,7.888416271,
10/11/2023,5.022072341,
10/11/2023,7.973152063,
10/11/2023,3.021926238,
10/11/2023,3.061068753,
10/11/2023,7.157558795,
10/11/2023,40.26693047,
10/11/2023,7.718424875,
10/11/2023,8.140078016,
10/11/2023,10.03707239,
10/11/2023,3.932507794,
10/11/2023,14.43517695,
10/11/2023,10.24426184,
10/11/2023,41.25355667,
10/11/2023,5.312152065,
10/11/2023,5.649855722,
10/11/2023,30.9507884,
10/11/2023,3.458304145,
10/11/2023,15.63648148,
10/11/2023,3.436245372,
10/11/2023,2.903601826,
10/11/2023,5.644683376,
10/11/2023,2.78281704,
10/11/2023,8.930310264,
10/11/2023,15.03602821,
10/11/2023,9.693633185,
10/11/2023,3.456970594,
10/11/2023,3.319113905,
10/11/2023,16.03519475,
10/11/2023,21.42727338,
10/11/2023,5.554723883,
10/11/2023,3.337331483,
10/11/2023,3.117384264,
10/11/2023,3.824891511,
10/11/2023,22.66502074,
10/11/2023,84.68743224,
10/11/2023,2.873253614,
10/11/2023,6.423885293,
10/11/2023,3.604441201,
10/11/2023,2.960220601,
10/11/2023,3.278298844,
10/11/2023,3.177733583,
10/11/2023,455.5114167,
10/11/2023,8.578226946,
10/11/2023,3.540706583,
10/11/2023,9.257647266,
10/11/2023,12.1749181,
10/11/2023,3.526805634,
10/11/2023,5.146610353,
10/11/2023,2.910006912,
10/11/2023,9.941468876,
10/11/2023,7.912271609,
10/11/2023,3.572272652,
10/11/2023,3.215334806,
10/11/2023,24.82233011,
10/11/2023,8.060954286,
10/11/2023,2.842300811,
10/11/2023,2.770254173,
10/11/2023,3.795484981,
10/11/2023,9.349587259,
10/11/2023,3.227543093,
10/11/2023,5.520961937,
10/11/2023,15.28125256,
10/11/2023,21.32328646,
10/11/2023,5.442642954,
10/11/2023,3.471775694,
10/11/2023,9.595028557,
09/11/2023,3.423352193,
09/11/2023,7.551939966,
09/11/2023,3.886453625,
09/11/2023,2.669644903,
09/11/2023,25.4626098,
09/11/2023,8.557604076,
09/11/2023,15.74153819,
09/11/2023,8.257597815,
09/11/2023,12.28016993,
09/11/2023,2.651703533,
09/11/2023,9.065878629,
09/11/2023,10.63004145,
09/11/2023,3.338136739,
09/11/2023,14.61817909,
09/11/2023,3.287612197,
09/11/2023,3.345848531,
09/11/2023,3.942586062,
09/11/2023,16.89617124,
09/11/2023,3.259863012,
09/11/2023,2.997639433,
09/11/2023,2.656784125,
09/11/2023,10.27799938,
09/11/2023,9.865836698,
09/11/2023,12.79915249,
09/11/2023,12.37365733,
09/11/2023,5.499217786,
09/11/2023,6.438556062,
09/11/2023,3.0027008,
09/11/2023,2.734866756,
09/11/2023,8.443473571,
09/11/2023,5.656609569,
09/11/2023,2.647426736,
09/11/2023,8.065077669,
09/11/2023,2.894309387,
09/11/2023,4.364863444,
09/11/2023,7.581012983,
09/11/2023,9.750687546,
09/11/2023,4.955065646,
09/11/2023,7.754867041,
09/11/2023,10.37626561,
09/11/2023,8.620839956,
09/11/2023,5.329400645,
09/11/2023,3.350746033,
09/11/2023,13.65165754,
09/11/2023,3.118535757,
09/11/2023,10.21372036,
09/11/2023,8.911461597,
09/11/2023,2.796316642,
09/11/2023,20.92442958,
09/11/2023,2.97458123,
09/11/2023,42.37530909,
09/11/2023,3.103585938,
09/11/2023,7.628586684,
09/11/2023,18.98494822,
09/11/2023,3.265205962,
09/11/2023,3.047546726,
09/11/2023,5.342511369,
09/11/2023,7.172117872,
09/11/2023,4.285849408,
09/11/2023,8.279702706,
09/11/2023,16.22842508,
09/11/2023,4.292048046,
09/11/2023,5.692475347,
09/11/2023,3.241349159,
09/11/2023,3.004914503,
09/11/2023,8.183264992,
09/11/2023,3.056970165,
09/11/2023,3.34406179,
09/11/2023,6.377181473,
09/11/2023,34.87125686,
09/11/2023,6.703594072,
09/11/2023,2.640307745,
09/11/2023,2.888134543,
09/11/2023,3.446117555,
09/11/2023,13.58565898,
09/11/2023,21.43900342,
09/11/2023,4.248261936,
09/11/2023,4.173473871,
09/11/2023,20.7181115,
09/11/2023,3.005101838,
09/11/2023,9.009626799,
09/11/2023,9.658087961,
09/11/2023,3.000535979,
09/11/2023,4.373615856,
09/11/2023,85.78166787,
09/11/2023,4.258788319,
09/11/2023,7.268507188,
09/11/2023,2.753707171,
09/11/2023,8.33863795,
09/11/2023,3.349333841,
09/11/2023,4.368570687,
09/11/2023,19.92747347,
09/11/2023,32.55964306,
09/11/2023,12.11064877,
09/11/2023,5.131418708,
09/11/2023,12.5071299,
09/11/2023,3.034452348,
09/11/2023,87.89720809,
09/11/2023,3.891916308,
09/11/2023,21.93564832,
09/11/2023,2.930082369,
09/11/2023,6.718674458,
09/11/2023,2.90399202,
09/11/2023,2.892336301,
09/11/2023,9.128733672,
09/11/2023,7.527487386,
09/11/2023,12.42964485,
09/11/2023,2.984570243,
09/11/2023,3.565669763,
09/11/2023,4.052054444,
09/11/2023,38.27179666,
09/11/2023,2.682120874,
09/11/2023,4.404198944,
09/11/2023,5.264945518,
09/11/2023,21.13680192,
09/11/2023,2.967179718,
09/11/2023,16.04563915,
09/11/2023,3.208284385,
09/11/2023,3.302715463,
09/11/2023,20.41674031,
09/11/2023,13.5786377,
09/11/2023,14.20225756,
09/11/2023,19.50353476,
09/11/2023,3.379481397,
09/11/2023,2.959559009,
09/11/2023,6.276436021,
09/11/2023,11.4148208,
09/11/2023,3.33859985,
09/11/2023,2.828418122,
09/11/2023,4.195946467,
09/11/2023,20.59212157,
09/11/2023,3.027615094,
09/11/2023,9.099260403,
09/11/2023,2.683002912,
09/11/2023,3.722509821,
09/11/2023,8.703760602,
09/11/2023,36.92795583,
09/11/2023,19.49707432,
09/11/2023,12.52929718,
09/11/2023,3.250600195,
09/11/2023,5.082476532,
09/11/2023,2.962317383,
09/11/2023,12.49289967,
09/11/2023,7.075191705,
09/11/2023,4.195756588,
09/11/2023,4.000917419,
09/11/2023,8.067515968,
09/11/2023,3.234221573,
09/11/2023,2.860025732,
09/11/2023,3.619368768,
09/11/2023,8.517721912,
09/11/2023,20.52151541,
09/11/2023,9.568420808,
09/11/2023,19.39152807,
09/11/2023,5.682013769,
09/11/2023,3.450852132,
09/11/2023,3.941826223,
09/11/2023,11.81606763,
09/11/2023,3.83494649,
09/11/2023,8.061280195,
09/11/2023,3.262925193,
09/11/2023,2.410467625,
09/11/2023,44.25859382,
09/11/2023,3.238583468,
09/11/2023,3.763549048,
09/11/2023,21.74818355,
09/11/2023,33.90807619,
09/11/2023,2.90684062,
09/11/2023,9.177456119,
09/11/2023,13.60716432,
09/11/2023,3.348039646,
09/11/2023,2.69207565,
09/11/2023,2.414539835,
09/11/2023,16.09352888,
09/11/2023,8.389948542,
09/11/2023,4.229646623,
09/11/2023,14.61349696,
09/11/2023,2.847032518,
09/11/2023,6.13103457,
09/11/2023,2.812525534,
09/11/2023,7.253029763,
09/11/2023,3.758565322,
09/11/2023,5.374683042,
09/11/2023,8.748629929,
09/11/2023,2.895752537,
09/11/2023,9.844975475,
09/11/2023,2.6504457,
09/11/2023,37.20080577,
09/11/2023,20.24215676,
09/11/2023,9.11208637,
09/11/2023,8.348203055,
09/11/2023,5.440199461,
09/11/2023,9.406335416,
09/11/2023,18.60690605,
09/11/2023,3.104568262,
09/11/2023,3.176822575,
09/11/2023,2.94403402,
09/11/2023,3.173885759,
09/11/2023,2.677695042,
09/11/2023,3.338292797,
09/11/2023,3.189177306,
09/11/2023,16.73876982,
09/11/2023,24.73153967,
09/11/2023,23.66376098,
09/11/2023,8.747947101,
09/11/2023,50.59719143,
09/11/2023,8.438919059,
09/11/2023,6.225547872,
09/11/2023,4.01334252,
09/11/2023,4.69679642,
09/11/2023,3.657038611,
09/11/2023,4.30637269,
09/11/2023,2.837796575,
09/11/2023,14.4648653,
09/11/2023,2.984369094,
09/11/2023,8.757823991,
09/11/2023,3.876486515,
09/11/2023,3.292917883,
09/11/2023,3.312381028,
09/11/2023,25.25922709,
09/11/2023,3.116370119,
09/11/2023,9.378227202,
09/11/2023,5.184133944,
09/11/2023,2.714001558,
09/11/2023,9.322619359,
09/11/2023,42.13086089,
09/11/2023,3.931503845,
09/11/2023,2.715972003,
09/11/2023,8.180069191,
09/11/2023,26.30743783,
09/11/2023,9.58209289,
09/11/2023,3.162705211,
09/11/2023,12.19214235,
09/11/2023,16.23254505,
09/11/2023,2.618573,
09/11/2023,2.989259894,
09/11/2023,4.251047881,
09/11/2023,9.727977068,
09/11/2023,5.183870962,
09/11/2023,8.303959472,
09/11/2023,2.9664057,
09/11/2023,13.41503624,
09/11/2023,10.00394648,
09/11/2023,19.60707587,
09/11/2023,47.90756106,
09/11/2023,13.45905321,
08/11/2023,7.319937781,
08/11/2023,31.50092819,
08/11/2023,11.18023559,
08/11/2023,4.834924798,
08/11/2023,11.13904698,
08/11/2023,8.343834099,
08/11/2023,7.930923285,
08/11/2023,9.811231792,
08/11/2023,19.75639165,
08/11/2023,3.780953259,
08/11/2023,8.498593052,
08/11/2023,3.329921166,
08/11/2023,3.840912945,
08/11/2023,9.190265751,
08/11/2023,5.016270318,
08/11/2023,3.402605037,
08/11/2023,12.29243188,
08/11/2023,8.332654807,
08/11/2023,12.9233358,
08/11/2023,5.179095337,
08/11/2023,3.364992252,
08/11/2023,2.778455589,
08/11/2023,3.106217446,
08/11/2023,3.318349199,
08/11/2023,3.562151925,
08/11/2023,8.014382041,
08/11/2023,2.678301398,
08/11/2023,7.281212308,
08/11/2023,7.978163728,
08/11/2023,5.433937472,
08/11/2023,12.71640759,
08/11/2023,3.216351861,
08/11/2023,3.155695228,
08/11/2023,8.731759836,
08/11/2023,14.55312967,
08/11/2023,3.106161024,
08/11/2023,3.340319889,
08/11/2023,3.944660915,
08/11/2023,3.692810936,
08/11/2023,4.18935822,
08/11/2023,3.627223928,
08/11/2023,3.445002359,
08/11/2023,8.284722815,
08/11/2023,12.74924728,
08/11/2023,3.190698294,
08/11/2023,6.999070187,
08/11/2023,14.19387355,
08/11/2023,5.767494326,
08/11/2023,7.518862752,
08/11/2023,16.38119765,
08/11/2023,4.009835762,
08/11/2023,5.290580894,
08/11/2023,3.64607454,
08/11/2023,6.114532067,
08/11/2023,2.395882883,
08/11/2023,3.706288709,
08/11/2023,8.971741865,
08/11/2023,5.314676464,
08/11/2023,4.501350598,
08/11/2023,2.93699813,
08/11/2023,12.33233394,
08/11/2023,7.980657456,
08/11/2023,3.204072814,
08/11/2023,7.984333249,
08/11/2023,9.05035843,
08/11/2023,37.60838913,
08/11/2023,3.775193973,
08/11/2023,2.718529137,
08/11/2023,3.992610053,
08/11/2023,3.63043585,
08/11/2023,2.820796346,
08/11/2023,9.843212505,
08/11/2023,14.0472325,
08/11/2023,8.415669418,
08/11/2023,3.451317944,
08/11/2023,8.794486946,
08/11/2023,4.543825573,
08/11/2023,2.82168901,
08/11/2023,5.142062753,
08/11/2023,7.849349266,
08/11/2023,3.17644727,
08/11/2023,3.199905898,
08/11/2023,3.45573189,
08/11/2023,2.867940667,
08/11/2023,24.03226037,
08/11/2023,3.363806868,
08/11/2023,24.09007078,
08/11/2023,12.90174319,
08/11/2023,9.074773803,
08/11/2023,3.164631604,
08/11/2023,7.496175191,
08/11/2023,16.79590746,
08/11/2023,3.019945473,
08/11/2023,7.948616458,
08/11/2023,6.299278308,
